days_until_eleection,r1_error,r2_error
1,0.025838372200504243,0.026612238331599994
2,0.025961877093029082,0.026731631929635957
3,0.02626106863242254,0.027042110569966023
4,0.026419512649272784,0.027157948074862683
5,0.02673546959824011,0.027308459841165866
6,0.02692128855819191,0.02738772252984972
7,0.027098661332400725,0.02756206494977479
8,0.02734381870881768,0.027767420094163383
9,0.027519716725834843,0.027972331660809296
10,0.027796207837380193,0.02812185872039405
11,0.027894135958296182,0.028282340560905575
12,0.0281424117899213,0.02848956711314356
13,0.028356192369184678,0.028685095618492987
14,0.028556183694572083,0.02873159948350924
15,0.028781091692284835,0.02905323896672085
16,0.028894684199830312,0.028976172832366552
17,0.029124526202687198,0.029355617036981776
18,0.029437904970981147,0.029559746633164838
19,0.029584047735281126,0.02965935795929899
20,0.02984367556272266,0.02985242998925324
21,0.030010649811494955,0.029922341724655948
22,0.030114816118768966,0.03011948107235563
23,0.030351353534051568,0.030350749538235723
24,0.030467669701352677,0.030449858396226
25,0.030747419922299523,0.030658372412024678
26,0.03097615905070136,0.030729640630946676
27,0.031090751280876867,0.03093943448126202
28,0.03133858891102692,0.031147617743764556
29,0.031412972458895974,0.03125252283045042
30,0.03158064715242539,0.03143908767960047
31,0.031786257149528326,0.031699726528500914
32,0.0319539221360148,0.03172330984980498
33,0.03220398459574798,0.03191945114098631
34,0.0323053093430105,0.03213935728517637
35,0.032514421128211554,0.03227357715358784
36,0.03268544895831436,0.03244031506306097
37,0.0327870635477709,0.032661473322169565
38,0.032995399690003493,0.03273742785277444
39,0.033070811439880145,0.032941733817109034
40,0.03331806507143249,0.033042031030477564
41,0.033440422729967605,0.03322100309624101
42,0.03360448107363203,0.033428125661904694
43,0.03378161992742872,0.033581850553885934
44,0.0338531793561672,0.0336802433045166
45,0.03409010741445242,0.033875750716077756
46,0.034276148769891164,0.033961193272496776
47,0.03438449119104724,0.03413435696141064
48,0.03442336833175161,0.03423798485264405
49,0.034683145577329495,0.034435302775003396
50,0.03480622614236087,0.03455087041141622
51,0.034937165576747156,0.03481149755371332
52,0.03504930693767384,0.03479756738089589
53,0.03526482085435623,0.03497766405398429
54,0.03534739594757502,0.03519812374718552
55,0.03550166027754553,0.03520909383895672
56,0.03563935939699937,0.03527142501899045
57,0.03572415090942969,0.03546422465947208
58,0.03586981407707759,0.03559418998743666
59,0.035963617984553026,0.035602283824616186
60,0.036084548223947376,0.035740645294519015
61,0.036227762360684763,0.035905927594017374
62,0.0363202672669826,0.03600720458277592
63,0.0364455081773707,0.0361687380429797
64,0.0365361026960067,0.03624317296205828
65,0.03664226923449355,0.036321275602347124
66,0.036624727779663496,0.036533108718873504
67,0.0368121525486624,0.036662137148414174
68,0.036914225614775496,0.036638814621245255
69,0.037003667515636295,0.03670171864649431
70,0.03707680704646079,0.03677639376523413
71,0.037146001021944874,0.03685756380279409
72,0.0371797431020171,0.037000240061933996
73,0.03720268056780232,0.037149122128047524
74,0.03734508543011183,0.03704755587525235
75,0.037480339505163364,0.0373043654843265
76,0.037488557574332504,0.03735672111837225
77,0.03750690025386885,0.03749323705637485
78,0.037617364554188536,0.03756539966421632
79,0.0376116977801214,0.037564811267202576
80,0.03764372306429502,0.03772683980069433
81,0.037868545289523776,0.03779952912498855
82,0.03783736601304144,0.0379608960206843
83,0.0378949363628334,0.03796798014264689
84,0.03795169774838934,0.03807425617967593
85,0.03805076361299749,0.038142595052677065
86,0.038116021654034646,0.038335511397758204
87,0.038139619062980794,0.03839509192517254
88,0.038196166591308124,0.038530155747048586
89,0.038312314750851846,0.03850151081166683
90,0.03831863870424969,0.03854730168868618
91,0.038557872452774866,0.03881512830198051
92,0.03855199730062085,0.0387848920347654
93,0.03859664260513661,0.03906103371006612
94,0.038650260207365825,0.03904711888901018
95,0.038715310997849264,0.03915056113725621
96,0.038939319510504736,0.03929867435913878
97,0.039060706155085244,0.039431936251860554
98,0.03910042090599694,0.03946240347786568
99,0.03915308325753569,0.03961198402700557
100,0.0393338716792071,0.0398078389217021
101,0.03932929711711036,0.03986710446302783
102,0.03955472804438138,0.04001613662796977
103,0.039646166533058205,0.040098624320976724
104,0.03975513108678505,0.04011989572152378
105,0.03992141875981162,0.04029633016066801
106,0.039953622877661174,0.04043554688671626
107,0.040176613130452996,0.04055970065603057
108,0.040288841697408435,0.04075038042814299
109,0.04048062758580285,0.04089418820038321
110,0.04048569324054165,0.04096367239639618
111,0.04066257102712932,0.04100490137729231
112,0.04077275467745097,0.041195745638868075
113,0.04100205827632282,0.041379463363776396
114,0.04107262346859274,0.04150831842649506
115,0.041303304815889695,0.04170367512582214
116,0.04139167278209474,0.04173524738360546
117,0.041490834485656436,0.04190831378693221
118,0.04172522946431859,0.04201606766540075
119,0.04183909151131105,0.042143684967318865
120,0.041886220647031715,0.042240768481160464
121,0.04210280421000309,0.042337965959113016
122,0.042286017975770494,0.04244185425073199
123,0.04249989513017842,0.042682488470209355
124,0.04255709656193192,0.04272300299571348
125,0.042818623153387726,0.04286154032013473
126,0.04287600846711557,0.04304086332785283
127,0.043027260074050194,0.04326489391107368
128,0.043242940700226586,0.04313135085167838
129,0.04337102772711409,0.04335922553404114
130,0.04347382021194764,0.04351527287317544
131,0.043556816312258155,0.04361021535357389
132,0.043796017266350566,0.04366627474638915
133,0.043917181200240574,0.043847352011460124
134,0.044022393869041505,0.04394592272253775
135,0.04419187931171462,0.044149935777380404
136,0.044315154143645105,0.044278777007509644
137,0.04435881098700899,0.0443511202848991
138,0.044494635623045946,0.044506996921529374
139,0.04460365936833549,0.04464118926069309
140,0.0447792729749416,0.04477804010873811
141,0.04488185566447038,0.044911793875186144
142,0.04500385331878432,0.045014233204769896
143,0.04506448410700122,0.04509509974919233
144,0.04524805948132173,0.04519490336322063
145,0.045412168098121555,0.045301230963149676
146,0.04551951009826184,0.0453778344761668
147,0.04548866177147826,0.045571976211502836
148,0.04567073705409872,0.04573561445202327
149,0.04579193629557674,0.045844701288646615
150,0.04586683128236895,0.04595445427624512
151,0.04595407140625454,0.04603655025700261
152,0.046183599580179945,0.04631196466416018
153,0.04620806211927797,0.04640644910593337
154,0.046239220618769686,0.04644491529197109
155,0.04645486964540593,0.04658707915863875
156,0.0464361163769997,0.04671420619898704
157,0.04650876333725072,0.04691454395357333
158,0.04667618297660949,0.046897132517924864
159,0.046658665493298605,0.04711675950032847
160,0.04687355688367806,0.0472658534536031
161,0.04698646702933627,0.04743650045334442
162,0.046965807675200054,0.047477291255482564
163,0.047170310524287606,0.04754095162713872
164,0.04719093678828857,0.047850260899731385
165,0.04725914072515449,0.04784927013391819
166,0.0473758016809539,0.048064212997260956
167,0.047544292749918,0.048199612497159226
168,0.047687008906893716,0.0483458253384669
169,0.047768998323124555,0.0484523625272701
170,0.04770575336270373,0.04867866395891181
171,0.04792154847037312,0.048803395698855584
172,0.047944737445344304,0.04895122666938866
173,0.04805040000693284,0.049065462548230666
174,0.048256060803719254,0.04922442591162242
175,0.04828520140923425,0.04930015451377026
176,0.04836694101190553,0.049517417925641856
177,0.0485068876992503,0.0496312424378317
178,0.04863161350269507,0.04979572413916785
179,0.04874784451486705,0.04997523432226079
180,0.048822269905201915,0.050148026633611245
181,0.04887476523899636,0.050300679738822233
182,0.048985561978093145,0.05047473629622104
183,0.04909598582570239,0.05064870532704854
184,0.04928405904720453,0.050702353870460626
185,0.049462772093789714,0.05094344323824035
186,0.04950266434086439,0.051086124988017644
187,0.049586427150338376,0.05122839656250268
188,0.049615741211655316,0.05135791068268283
189,0.0497977616370249,0.05152300322632411
190,0.04996946592656599,0.05157644583457973
191,0.0500926270417961,0.051845572271638184
192,0.05011850640586427,0.05199483349366443
193,0.050253707745340416,0.052135767454768306
194,0.05046361957145896,0.052456951152481196
195,0.05048314750661841,0.05255859575643532
196,0.050509102185311856,0.05276986473600498
197,0.05065414274923676,0.05297618127282708
198,0.05076811973618206,0.05309541795594635
199,0.050839883438226874,0.05327836571370065
200,0.0510530543480687,0.05343673650791775
